"Trap","Year","Start.date","Start.month","End.date","End.month","Empty","o/u","FHL","Family","Genus","Art","Species","Number","Stratum","TreeSp"
"31",2017,30,8,13,9,"12","o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",3,"Understorey","Ground"
"31",2017,21,6,5,7,"7","o","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","10-.005-.001-.","Histeridae","Abraeus","granulum","Abraeus granulum",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",14,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","321.001-.001-.","Trogossitidae","Nemozoma","elongatum","Nemozoma elongatum",4,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Litargus connexus",3,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","73-.004-.010-.","Scraptiidae","Anaspis","maculata","Anaspis maculata",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Litargus connexus",3,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",18,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","711.006-.002-.","Salpingidae","Salpingus","planirostris","Salpingus planirostris",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","Salpingus ruficollis",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",53,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","91-.038-.003-.","Curculionidae","Trypodendron","lineatum","Trypodendron lineatum",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",7,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",3,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",21,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.004-.015-.","Latridiidae","Enicmus","histrio","Enicmus histrio",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",26,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",9,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","24-.008-.009-.","Staphylinidae","Plectophloeus","fischeri","Plectophloeus fischeri",3,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","55-.011-.001-.","Cryptophagidae","Antherophagus","pallens","Antherophagus pallens",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","23-.0023.001-.","Staphylinidae","Scaphisoma","agaricinum","Scaphisoma agaricinum",3,"Understorey","Ground"
"31",2017,16,8,30,8,"11","o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","21-.012-.002-.","Ptiliidae","Ptinella","limbata","Ptinella limbata",12,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",30,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","55-.014-.036-.","Cryptophagidae","Atomaria","testacea","Atomaria testacea",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Brachygonus megerlei",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","69-.008-.017-.","Ptinidae","Ptinus","sexpunctatus","Ptinus sexpunctatus",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","24-.008-.009-.","Staphylinidae","Plectophloeus","fischeri","Plectophloeus fischeri",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","24-.008-.009-.","Staphylinidae","Plectophloeus","fischeri","Plectophloeus fischeri",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","561.002-.001-.","Laemophloeidae","Placonotus","testaceus","Placonotus testaceus",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","10-.020-.001-.","Histeridae","Paromalus","flavicornis","Paromalus flavicornis",4,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",7,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",4,"Understorey","Ground"
"31",2017,10,5,10,23,"4","o","93-.021-.015-.","Curculionidae","Phyllobius","glaucus","Phyllobius glaucus",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","18-.009-.015-.","Staphylinidae","Euconnus","pragensis","Euconnus pragensis",1,"Understorey","Ground"
"31",2017,16,8,30,8,"11","u","10-.029-.008-.a","Histeridae","Margarinotus","striola striola","Margarinotus striola striola",1,"Understorey","Ground"
"31",2017,16,8,30,8,"11","u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",1,"Understorey","Ground"
"31",2017,16,8,30,8,"11","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",2,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",2,"Understorey","Ground"
"31",2017,19,7,2,8,"9","u","711.006-.002-.","Salpingidae","Salpingus","planirostris","Salpingus planirostris",2,"Understorey","Ground"
"31",2017,19,7,2,8,"9","u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","Salpingus ruficollis",4,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","711.006-.002-.","Salpingidae","Salpingus","planirostris","Salpingus planirostris",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","Salpingus ruficollis",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Aulonothroscus brevicollis",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","o","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","o","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","88-.052-.007-.a","Chrysomelidae","Altica","oleracea oleracea","Altica oleracea oleracea",2,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",3,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","23-.xxx-.xxx-.","Staphylinidae","Staphylinidae","spec.","Staphylinidae spec.",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","21-.012-.002-.","Ptiliidae","Ptinella","limbata","Ptinella limbata",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",3,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",3,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","50-.009-.007-.","Nitidulidae","Epuraea","pallescens","Epuraea pallescens",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","68-.008-.002-.","Ptinidae","Oligomerus","brunneus","Oligomerus brunneus",4,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","59-.004-.004-.","Mycetophagidae","Mycetophagus","salicis","Mycetophagus salicis",3,"Understorey","Ground"
"31",2017,2,8,16,8,"10","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"31",2017,16,8,30,8,"11","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Understorey","Ground"
"31",2017,16,8,30,8,"11","o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","Phyllotreta vittula",1,"Understorey","Ground"
"31",2017,16,8,30,8,"11","u","59-.004-.001-.","Mycetophagidae","Mycetophagus","quadripustulatus","Mycetophagus quadripustulatus",1,"Understorey","Ground"
"31",2017,16,8,30,8,"11","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",7,"Understorey","Ground"
"31",2017,16,8,30,8,"11","u","81-.001-.001-.","Tenebrionidae","Lagria","hirta","Lagria hirta",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","34-.010-.003-.","Elateridae","Agriotes","acuminatus","Agriotes acuminatus",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","50-.021-.002-.","Nitidulidae","Glischrochilus","hortensis","Glischrochilus hortensis",3,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Aulonothroscus brevicollis",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","23-.0023.001-.","Staphylinidae","Scaphisoma","agaricinum","Scaphisoma agaricinum",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","24-.008-.009-.","Staphylinidae","Plectophloeus","fischeri","Plectophloeus fischeri",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","24-.008-.009-.","Staphylinidae","Plectophloeus","fischeri","Plectophloeus fischeri",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","24-.002-.003-.","Staphylinidae","Bibloporus","minutus","Bibloporus minutus",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","24-.002-.003-.","Staphylinidae","Bibloporus","minutus","Bibloporus minutus",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","o","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",2,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","492.002-.002-.","Cerylonidae","Cerylon","histeroides","Cerylon histeroides",4,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","842.004-.004-.","Geotrupidae","Geotrupes","stercorarius","Geotrupes stercorarius",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","90-.010-.001-.","Anthribidae","Platystomos","albinus","Platystomos albinus",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","68-.022-.001-.","Ptinidae","Dorcatoma","flavicornis","Dorcatoma flavicornis",1,"Understorey","Ground"
"31",2017,29,3,12,4,"1","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",6,"Understorey","Ground"
"31",2017,29,3,12,4,"1","o","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","Adalia decempunctata",1,"Understorey","Ground"
"31",2017,19,7,2,8,"9","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",38,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","74-.003-.002-.","Aderidae","Euglenes","oculatus","Euglenes oculatus",3,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Understorey","Ground"
"31",2017,26,4,10,5,"3","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Understorey","Ground"
"31",2017,26,4,10,5,"3","u","01-.0631.003-.","Carabidae","Limodromus","assimilis","Limodromus assimilis",1,"Understorey","Ground"
"31",2017,26,4,10,5,"3","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",4,"Understorey","Ground"
"31",2017,26,4,10,5,"3","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",4,"Understorey","Ground"
"31",2017,26,4,10,5,"3","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","492.002-.003-.","Cerylonidae","Cerylon","ferrugineum","Cerylon ferrugineum",5,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","55-.014-.014-.","Cryptophagidae","Atomaria","fuscata","Atomaria fuscata",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","55-.014-.014-.","Cryptophagidae","Atomaria","fuscata","Atomaria fuscata",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","74-.003-.002-.","Aderidae","Euglenes","oculatus","Euglenes oculatus",3,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","321.001-.001-.","Trogossitidae","Nemozoma","elongatum","Nemozoma elongatum",2,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","925.044-.001-.","Apionidae","Eutrichapion","viciae","Eutrichapion viciae",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","10-.020-.001-.","Histeridae","Paromalus","flavicornis","Paromalus flavicornis",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","10-.020-.001-.","Histeridae","Paromalus","flavicornis","Paromalus flavicornis",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","83-.024-.001-.","Tenebrionidae","Palorus","subdepressus","Palorus subdepressus",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",2,"Understorey","Ground"
"31",2017,5,7,19,7,"8","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",3,"Understorey","Ground"
"31",2017,5,7,19,7,"8","o","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Aulonothroscus brevicollis",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","o","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Xylosandrus germanus",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","o","27-.009-.021-.","Cantharidae","Malthodes","hexacanthus","Malthodes hexacanthus",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",24,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","49-.001-.001-.","Byturidae","Byturus","tomentosus","Byturus tomentosus",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","83-.023-.008-.","Tenebrionidae","Corticeus","fasciatus","Corticeus fasciatus",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Aulonothroscus brevicollis",2,"Understorey","Ground"
"31",2017,19,7,2,8,"9","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",2,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",1,"Understorey","Ground"
"31",2017,29,3,12,4,"1","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"31",2017,29,3,12,4,"1","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",13,"Understorey","Ground"
"31",2017,29,3,12,4,"1","u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","24-.017-.001-.","Staphylinidae","Bythinus","macropalpus","Bythinus macropalpus",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","24-.008-.009-.","Staphylinidae","Plectophloeus","fischeri","Plectophloeus fischeri",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","24-.008-.009-.","Staphylinidae","Plectophloeus","fischeri","Plectophloeus fischeri",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","26-.002-.001-.","Lampyridae","Lamprohiza","splendidula","Lamprohiza splendidula",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","30-.005-.009-.","Dasytidae","Dasytes","aeratus","Dasytes aeratus",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","492.002-.002-.","Cerylonidae","Cerylon","histeroides","Cerylon histeroides",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","21-.012-.002-.","Ptiliidae","Ptinella","limbata","Ptinella limbata",1,"Understorey","Ground"
"31",2017,16,8,30,8,"11","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",4,"Understorey","Ground"
"31",2017,16,8,30,8,"11","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",2,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",1,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","60-.013-.005-.","Zopheridae","Synchita","undata","Synchita undata",2,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",2,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","68-.008-.002-.","Ptinidae","Oligomerus","brunneus","Oligomerus brunneus",8,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","16-.011-.013-.","Leiodidae","Agathidium","nigripenne","Agathidium nigripenne",1,"Understorey","Ground"
"31",2017,13,9,27,9,"13","u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","Rhizophagus bipustulatus",1,"Understorey","Ground"
